SYMBOL,NAME,SECTOR,PRICE,PRICE_EARNINGS,DIVIDEND_YIELD,EARNINGS_SHARE,WEEK_LOW,WEEK_HIGH,MARKET_CAP,EBITDA,PRICE_SALES,PRICE_BOOK,SEC_FILINGS
VLO,Valero Energy,Oil & Gas Refining & Marketing,123,11,0,11,117,185,38810152960.00,7816000000,0,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VLO
VTR,Ventas,Health Care REITs,59,,0,0,41,68,24705003520.00,1857009024,5,3,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VTR
VLTO,Veralto,Environmental & Facilities Services,102,31,0,3,74,115,25188319232.00,1264999936,5,13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VLTO
VRSN,Verisign,Internet Services & Infrastructure,207,24,,9,167,210,19888857088.00,1089200000,13,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRSN
VRSK,Verisk Analytics,Research & Consulting Services,275,43,0,6,217,297,38893748224.00,1363000064,14,130,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRSK
VZ,Verizon,Integrated Telecommunication Services,40,17,0,2,38,45,168343109632.00,48428998656,1,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VZ
VRTX,Vertex Pharmaceuticals,Biotechnology,403,,,-2,378,520,103706927104.00,4446600192,10,7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRTX
VTRS,Viatris,Pharmaceuticals,12,,0,-1,10,14,14860195840.00,4586699776,1,1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VTRS
VICI,Vici Properties,Hotel & Resort REITs,29,11,0,3,27,34,30792304640.00,3661391104,8,1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VICI
V,Visa Inc.,Transaction & Payment Processing Services,316,32,0,10,253,322,612001972224.00,24973000704,17,16,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=V
VST,Vistra Corp.,Electric Utilities,138,26,0,5,38,169,46906953728.00,6019999744,3,16,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VST
VMC,Vulcan Materials Company,Construction Materials,257,40,0,6,218,298,33970053120.00,1985699968,5,4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VMC
WRB,W. R. Berkley Corporation,Property & Casualty Insurance,59,15,0,4,47,65,22300157952.00,,2,3,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WRB
GWW,W. W. Grainger,Industrial Machinery & Supplies & Components,1054,29,0,37,801,1228,51332448256.00,2836999936,3,15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GWW
WAB,Wabtec,Construction Machinery & Heavy Transportation Equipment,190,32,0,6,124,208,32588623872.00,2110000000,3,3,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WAB
WBA,Walgreens Boots Alliance,Drug Retail,9,,0,-10,8,27,8056343040.00,2884000000,0,1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WBA
WMT,Walmart,Consumer Staples Merchandise Retail,90,37,0,2,52,96,725816770560.00,40779001856,1,9,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMT
DIS,Walt Disney Company (The),Movies & Entertainment,111,41,0,3,84,124,201648177152.00,16750999552,2,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DIS
WBD,Warner Bros. Discovery,Broadcasting,11,,,-5,7,13,25930004480.00,7144999936,1,1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WBD
WM,Waste Management,Environmental & Facilities Services,202,31,0,7,177,230,80991641600.00,6381000192,4,10,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WM
WAT,Waters Corporation,Life Sciences Tools & Services,371,35,,11,279,397,22027382784.00,1008035008,8,14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WAT
WEC,WEC Energy Group,Electric Utilities,94,23,0,4,75,103,29749927936.00,3489200128,3,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WEC
WFC,Wells Fargo,Diversified Banks,70,15,0,5,46,78,233863364608.00,,3,1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WFC
WELL,Welltower,Health Care REITs,126,80,0,2,85,141,78477615104.00,2930661888,10,3,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WELL
WST,West Pharmaceutical Services,Health Care Supplies,328,49,0,7,265,414,23722680320.00,744700032,8,9,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WST
WDC,Western Digital,"Technology Hardware, Storage & Peripherals",60,66,,1,49,82,20614567936.00,2134000000,1,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WDC
WY,Weyerhaeuser,Timber REITs,28,39,0,1,27,36,20453283840.00,1234000000,3,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WY
WMB,Williams Companies,Oil & Gas Storage & Transportation,54,23,0,2,33,60,65972822016.00,5864000000,6,5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMB
WTW,Willis Towers Watson,Insurance Brokers,313,,0,-7,238,335,31551098880.00,2580999936,3,4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WTW
WYNN,Wynn Resorts,Casinos & Gaming,86,10,0,8,72,110,9461660672.00,1829332992,1,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WYNN
XEL,Xcel Energy,Multi-Utilities,68,20,0,3,47,73,38772817920.00,5510000128,3,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XEL
XYL,Xylem Inc.,Industrial Machinery & Supplies & Components,116,33,0,3,109,146,28186476544.00,1688999936,3,3,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XYL
YUM,Yum! Brands,Restaurants,134,25,0,5,125,143,37440299008.00,2608000000,5,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=YUM
ZBRA,Zebra Technologies,Electronic Equipment & Instruments,386,52,,7,234,413,19921227776.00,803000000,4,6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZBRA
ZBH,Zimmer Biomet,Health Care Equipment,106,20,0,5,101,134,21028186112.00,2557400064,3,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZBH
ZTS,Zoetis,Pharmaceuticals,163,31,0,5,145,201,73508306944.00,3764000000,8,14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZTS
